descricao_produto;cod_prod;subgrupo;CB_DIEESE;CB_ACT;CB_MDS;Alim_desc1;Alim_desc2;IS_UPP;IS;IBS/CBS - 25% - Tax Burden;IBS/CBS - 25% - % General Tax Regime;IBS/CBS - 25% Impacts;IBS/CBS - 25% Value;IBS/CBS - 25% - % Simples Tax Regime;IBS/CBS - 25% Simples Impacts;IBS/CBS - 25% Simples Value;IBS/CBS - 26.9% - Tax Burden;IBS/CBS - 26.9% - % General Tax Regime;IBS/CBS - 26.9% Impacts;IBS/CBS - 26.9% Value;IBS/CBS - 26.9% - % Simples Tax Regime;IBS/CBS - 26.9% Simples Impacts;IBS/CBS - 26.9% Simples Value
BORRACHA;3200401;Artigos escolares;0;0;0;0;0;0;0;0.305196036;0.711106936;-0.135801521;3076559.997;0.288893064;-0.060860298;1358264.322;0.305196036;0.305196036;-0.122665704;1340481.955;0.288893064;-0.052581216;1370238.24
BORRACHA DE FREIO DE BICICLETA;3300306;Manutencao e acessorios;0;0;0;0;0;0;0;0.361378641;0.880669616;-0.206538611;3866.977553;0.119330384;0.077355677;711.4477064;0.361378641;0.880669616;-0.194477998;3925.755612;0.119330384;0.08906982;719.1833134
BORRACHA DE PANELA DE PRESSAO;3914801;Mobiliario e artigos do  lar;0;0;0;0;0;0;0;0.353308082;0.461240217;-0.194073123;728.0935023;0.538759783;-0.042198943;1010.729238;0.353308082;0.461240217;-0.181823035;739.1605235;0.538759783;-0.034141323;1019.232123
BOTA FEMININA;3800601;Calcados e apetrechos;0;0;0;0;0;0;0;0.307984635;0.43983186;-0.141532831;33990517.99;0.56016814;0.003929189;50625449.51;0.307984635;0.43983186;-0.12848413;34507173.87;0.56016814;0.011883436;51026560.81
BOTA INFANTIL;3800701;Calcados e apetrechos;0;0;0;0;0;0;0;0.307984635;0.43983186;-0.141532831;4339280.665;0.56016814;0.003929189;6462921.048;0.307984635;0.43983186;-0.12848413;4405237.731;0.56016814;0.011883436;6514127.521
BOTA MASCULINA;3800501;Calcados e apetrechos;0;0;0;0;0;0;0;0.307984635;0.43983186;-0.141532831;23341505.96;0.56016814;0.003929189;34764819.75;0.307984635;0.43983186;-0.12848413;23696296.85;0.56016814;0.011883436;35040265.45
BOTA ORTOPEDICA;4203205;Material de tratamento;0;0;0;0;0;0;0;0.230196451;0.711106936;-0.043058171;129598.5843;0.288893064;-0.023467516;53728.36377;0.230196451;0.711106936;-0.028512656;131568.4828;0.288893064;-0.01442792;54225.71813
BOTAO;3700104;Tecidos e armarinhos;0;0;0;0;0;0;0;0.337035168;0.43983186;-0.182762463;12899.09197;0.56016814;-0.019854801;19703.02774;0.337035168;0.43983186;-0.170340452;13095.15817;0.56016814;-0.012206809;19856.76883
BOTIJAO DE GAS VAZIO;1600401;Mobiliario e artigos do  lar;0;0;0;0;0;0;0;0.358258233;0.822628248;-0.203057788;5096160.536;0.177371752;-0.082812512;1264605.973;0.358258233;0.822628248;-0.190944266;5173622.176;0.177371752;-0.074009202;1276743.86
BOTTON;3802108;Joias  e bijuterias;0;0;0;0;0;0;0;0.307984635;0.43983186;-0.141532831;4105.656511;0.56016814;0.003929189;6114.961426;0.307984635;0.43983186;-0.12848413;4168.06249;0.56016814;0.011883436;6163.410975
BOX DE BANHEIRO DE QUALQUER MATERIAL (CONSTRUCAO E REFORMA);1103901;Reforma e Construcao;0;0;0;0;0;0;0;0.336050863;0.56189617;-0.185518838;2157324.414;0.43810383;-0.05505948;1951460.949;0.336050863;0.56189617;-0.173138725;2190115.745;0.43810383;-0.046760254;1968600.245
BOX PARA COLCHAO;1708701;Mobiliario e artigos do  lar;0;0;0;0;0;0;0;0.27130209;0.461240217;-0.08964309;15044.13128;0.538759783;-0.054521085;18250.52116;0.27130209;0.461240217;-0.075805665;15272.80207;0.538759783;-0.046622131;18402.99417
BRACO BOVINO;7103104;Outros in natura;0;0;0;0;0;0;0;0.14410821;0.903132791;0.066601593;416934.2036;0.096867209;0.058449145;44377.25843;0.14410821;0.903132791;0.082813937;423271.6035;0.096867209;0.069646513;44846.72688
BREVIDADE;8002315;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;51974.63366;0.096867209;0.037576966;6495.583477;0.281445614;0.903132791;-0.095995952;52764.6481;0.096867209;0.048463966;6563.739783
BRIGADEIRO;2401631;Biscoitos e doces;0;0;0;0;0;1;0;0.15153733;0.341247769;0.032066125;539217.4767;0.658752231;0.005468894;1014091.995;0.15153733;0.341247769;0.04775353;547413.5824;0.658752231;0.010537354;1019203.923
BRIGADEIRO;6903601;Ultraprocessados;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;2903004.713;0.096867209;0.037576966;362806.0097;0.281445614;0.903132791;-0.095995952;2947130.384;0.096867209;0.048463966;366612.8297
BRIGADEIRO DIET;6913401;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;168953.1269;0.096867209;0.037576966;21115.09138;0.281445614;0.903132791;-0.095995952;171521.2144;0.096867209;0.048463966;21336.64602
BRILHA ALUMINIO;8603308;Artigos de limpeza;0;0;0;0;0;0;0;0.312190575;0.903132791;-0.143986383;983354.6621;0.096867209;-0.014143683;121469.7973;0.312190575;0.903132791;-0.130974976;998301.653;0.096867209;-0.003880826;122734.3094
BRINCO;3802102;Joias  e bijuterias;0;0;0;0;0;0;0;0.342127797;0.711106936;-0.183257969;796582.7469;0.288893064;-0.023467516;386932.2119;0.342127797;0.711106936;-0.17084349;808690.8046;0.288893064;-0.01442792;390513.9778
BRINJELA;6705402;Legumes e verduras;0;1;1;1;0;0;0;0.066169971;0.903132791;0.133907929;17127.73364;0.096867209;0.122005556;1817.784061;0.066169971;0.903132791;0.15114333;17388.07519;0.096867209;0.136140333;1840.684101
BRINQUEDOS OU JOGOS (BONECA, BOLA DE CRIANCA, BARALHO, ETC.);4300101;Brinquedos e jogos;0;0;0;0;0;0;0;0.359588225;0.514879227;-0.205791004;187057901.2;0.485120773;-0.021405497;217164348.2;0.359588225;0.514879227;-0.193719027;189901181.3;0.485120773;-0.013160183;218994103.2
BRIOCHE;8003902;Demais alimentos;0;0;0;0;0;0;0;0.281445614;0.903132791;-0.109531079;3156995.361;0.096867209;0.037576966;394548.7531;0.281445614;0.903132791;-0.095995952;3204981.69;0.096867209;0.048463966;398688.6406
BROA;8004701;Demais alimentos;0;0;0;0;0;0;0;0.281445614;0.903132791;-0.109531079;529318.7328;0.096867209;0.037576966;66152.15486;0.281445614;0.903132791;-0.095995952;537364.3775;0.096867209;0.048463966;66846.27056
BROA DE CENTEIO;8003002;Demais alimentos;0;0;0;0;0;0;0;0.281445614;0.903132791;-0.109531079;389640.2016;0.096867209;0.037576966;48695.68629;0.281445614;0.903132791;-0.095995952;395562.7327;0.096867209;0.048463966;49206.63624
BROA DE COCO;8004501;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;88998.68489;0.096867209;0.037576966;11122.70249;0.281445614;0.903132791;-0.095995952;90351.4649;0.096867209;0.048463966;11239.40983
BROA DE FUBA;2401611;Biscoitos e doces;0;0;0;0;0;1;0;0.15153733;0.341247769;0.032066125;68151.31824;0.658752231;0.005468894;128170.3752;0.15153733;0.341247769;0.04775353;69187.21828;0.658752231;0.010537354;128816.4681
BROA DE FUBA;8002606;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;2093478.893;0.096867209;0.037576966;261634.685;0.281445614;0.903132791;-0.095995952;2125299.772;0.096867209;0.048463966;264379.9431
BROA DE GOMA;8002707;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;47590.60818;0.096867209;0.037576966;5947.685368;0.281445614;0.903132791;-0.095995952;48313.98542;0.096867209;0.048463966;6010.092735
BROA DE LEITE;8005101;Demais alimentos;0;0;0;0;0;0;0;0.281445614;0.903132791;-0.109531079;41165.61615;0.096867209;0.037576966;5144.715359;0.281445614;0.903132791;-0.095995952;41791.33352;0.096867209;0.048463966;5198.697391
BROA DE MANDIOCA;8002705;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;91471.10173;0.096867209;0.037576966;11431.69533;0.281445614;0.903132791;-0.095995952;92861.46248;0.096867209;0.048463966;11551.64485
BROA DE MILHO;2401610;Biscoitos e doces;0;0;0;0;0;1;0;0.15153733;0.341247769;0.032066125;109407.5986;0.658752231;0.005468894;205759.9665;0.15153733;0.341247769;0.04775353;111070.5941;0.658752231;0.010537354;206797.1801
BROA DE MILHO;8002602;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;2916268.591;0.096867209;0.037576966;364463.6766;0.281445614;0.903132791;-0.095995952;2960595.874;0.096867209;0.048463966;368287.8901
BROA DE QUEIJO;8010701;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;31935.7742;0.096867209;0.037576966;3991.206337;0.281445614;0.903132791;-0.095995952;32421.19797;0.096867209;0.048463966;4033.084927
BROA DOCE;8012001;Demais alimentos;0;0;0;0;0;0;0;0.281445614;0.903132791;-0.109531079;181392.6359;0.096867209;0.037576966;22669.73186;0.281445614;0.903132791;-0.095995952;184149.804;0.096867209;0.048463966;22907.5989
BROA INTEGRAL;8012101;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;84308.83689;0.096867209;0.037576966;10536.58389;0.281445614;0.903132791;-0.095995952;85590.33121;0.096867209;0.048463966;10647.14126
BROA PRETA;8003004;Demais alimentos;0;0;0;0;0;0;0;0.281445614;0.903132791;-0.109531079;63304.54849;0.096867209;0.037576966;7911.551275;0.281445614;0.903132791;-0.095995952;64266.77763;0.096867209;0.048463966;7994.564927
BROA SALGADA;8012201;Demais alimentos;0;0;0;0;0;0;0;0.281445614;0.903132791;-0.109531079;108812.2927;0.096867209;0.037576966;13598.92857;0.281445614;0.903132791;-0.095995952;110466.2396;0.096867209;0.048463966;13741.61825
BROCA;1601426;Mobiliario e artigos do  lar;0;0;0;0;0;0;0;0.324826923;0.56189617;-0.1703393;13750.08014;0.43810383;-0.083256269;11846.05209;0.324826923;0.56189617;-0.157728458;13959.08136;0.43810383;-0.07532012;11948.60204
BROCOLIS;6701704;Hortaliças;0;1;1;1;0;0;0;0.066169971;0.903132791;0.133907929;25284083.48;0.096867209;0.122005556;2683425.894;0.066169971;0.903132791;0.15114333;25668401.54;0.096867209;0.136140333;2717231.098
BROCOLIS EM CONSERVA;7707601;Demais alimentos;0;0;0;0;1;0;0;0.281445614;0.903132791;-0.109531079;318829.616;0.096867209;0.037576966;39846.06027;0.281445614;0.903132791;-0.095995952;323675.8262;0.096867209;0.048463966;40264.15362
BROCOLIS HIBRIDO;6701705;Hortaliças;0;1;1;1;0;0;0;0.066169971;0.903132791;0.133907929;867842.108;0.096867209;0.122005556;92104.97927;0.066169971;0.903132791;0.15114333;881033.3081;0.096867209;0.136140333;93265.29736
BROCOLIS JAPONES;6701706;Hortaliças;0;1;1;1;0;0;0;0.066169971;0.903132791;0.133907929;2302785.656;0.096867209;0.122005556;244397.0201;0.066169971;0.903132791;0.15114333;2337787.998;0.096867209;0.136140333;247475.8795
BROCOLIS ORGANICO;6708101;Hortaliças, Legumes e verduras orgânicos;0;1;1;1;0;0;0;0.066169971;0.903132791;0.133907929;1067049.287;0.096867209;0.122005556;113247.0429;0.066169971;0.903132791;0.15114333;1083268.436;0.096867209;0.136140333;114673.7041
BROCOLOS;6701703;Hortaliças;0;1;1;1;0;0;0;0.066169971;0.903132791;0.133907929;728399.2559;0.096867209;0.122005556;77305.76535;0.066169971;0.903132791;0.15114333;739470.9246;0.096867209;0.136140333;78279.64623
BROINHA;8005001;Demais alimentos;0;0;0;0;0;0;0;0.281445614;0.903132791;-0.109531079;179082.9751;0.096867209;0.037576966;22381.07962;0.281445614;0.903132791;-0.095995952;181805.0363;0.096867209;0.048463966;22615.91791
BROINHA DE FUBA;8002607;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;281217.603;0.096867209;0.037576966;35145.46013;0.281445614;0.903132791;-0.095995952;285492.1105;0.096867209;0.048463966;35514.23142
BROINHA DE MANDIOCA;8002706;Doces e biscoitos;0;0;0;0;0;1;0;0.301670591;0.903132791;-0.129792374;5224.886292;0.096867209;0.058449145;681.6306813;0.301670591;0.903132791;-0.116565218;5304.304564;0.096867209;0.069646513;688.8416743
BROINHA DE MILHO ADOCICADA;8002603;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;72689.06697;0.096867209;0.037576966;9084.391155;0.281445614;0.903132791;-0.095995952;73793.94078;0.096867209;0.048463966;9179.711082
BRONCODILATADORES;2904305;Remedios;0;0;0;0;0;0;0;0.106538636;0.659436734;0.10606971;598493.0089;0.340563266;-0.007196693;277437.0543;0.106538636;0.659436734;0.122881969;607590.1026;0.340563266;0.001703646;279924.2377
BRONZEADOR;3000703;Instrumentos e produtos de uso pessoal;0;0;0;0;0;0;0;0.497957234;0.659436734;-0.405619452;112.5319555;0.340563266;-0.056355945;92.26652263;0.497957234;0.659436734;-0.396584868;114.2424412;0.340563266;-0.048124009;93.07141519
BRONZEAMENTO ARTIFICIAL;3102401;Outras;0;0;0;0;0;0;0;0.127915708;0.611081979;0.077254483;174080.6591;0.388918021;-0.002531803;102586.4166;0.127915708;0.611081979;0.093628751;176726.6851;0.388918021;-0.001263549;102716.8525
BROTE (PAO);8001106;Demais alimentos;0;0;0;0;0;0;0;0.281445614;0.903132791;-0.109531079;5138.522666;0.096867209;0.037576966;642.1921728;0.281445614;0.903132791;-0.095995952;5216.62821;0.096867209;0.048463966;648.9305122
BROTO DE ALFAFA;6707301;Legumes e verduras;0;1;1;1;0;0;0;0.066169971;0.903132791;0.133907929;312048.2359;0.096867209;0.122005556;33118.00157;0.066169971;0.903132791;0.15114333;316791.369;0.096867209;0.136140333;33535.2148
BROTO DE BROCOLIS;6714501;Hortaliças, Legumes e verduras orgânicos;0;1;1;1;0;0;0;0.066169971;0.903132791;0.133907929;30179.48075;0.096867209;0.122005556;3202.979463;0.066169971;0.903132791;0.15114333;30638.20886;0.096867209;0.136140333;3243.329887
BROTO DE FEIJAO;6703101;Hortaliças;0;1;1;1;0;0;0;0.066169971;0.903132791;0.133907929;198390.2799;0.096867209;0.122005556;21055.36531;0.066169971;0.903132791;0.15114333;201405.8121;0.096867209;0.136140333;21320.61613
BROTO DE TREVO;6712401;Hortaliças, Legumes e verduras orgânicos;0;1;1;1;0;0;0;0.066169971;0.903132791;0.133907929;15474.06417;0.096867209;0.122005556;1642.278412;0.066169971;0.903132791;0.15114333;15709.26994;0.096867209;0.136140333;1662.967471
BROWNIE;8012701;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;1292288.648;0.096867209;0.037576966;161505.1073;0.281445614;0.903132791;-0.095995952;1311931.435;0.096867209;0.048463966;163199.7344
BRUSCHETA PARA VIAGEM;8511501;Demais alimentos;0;0;0;0;0;0;0;0.15153733;0.341247769;0.032066125;169411.4014;0.658752231;0.005468894;318607.5258;0.15153733;0.341247769;0.04775353;171986.4547;0.658752231;0.010537354;320213.5917
BUCHA (PEQUENOS REPAROS);0806701;Reforma e Construcao;0;0;0;0;0;0;0;0.303119127;0.56189617;-0.142113197;477.0656773;0.43810383;-0.100664736;389.9337137;0.303119127;0.56189617;-0.129073317;484.3170756;0.43810383;-0.092952748;393.2774768
BUCHA DE BANHO;3002104;Instrumentos e produtos de uso pessoal;0;0;0;0;0;0;0;0.344525142;0.659436734;-0.19931455;2541.585092;0.340563266;-0.175942274;1350.905656;0.344525142;0.659436734;-0.187144131;2580.217185;0.340563266;-0.169214794;1361.934241
BUCHA DE LIMPEZA;8600208;Artigos de limpeza;0;0;0;0;0;0;0;0.328698521;0.903132791;-0.170618284;670549.6935;0.096867209;-0.037210576;83489.71872;0.328698521;0.903132791;-0.158011682;680742.0488;0.096867209;-0.027286582;84350.29267
BUCHA PARA LIMPEZA;8600207;Artigos de limpeza;0;0;0;0;0;0;0;0.328698521;0.903132791;-0.170618284;1207232.127;0.096867209;-0.037210576;150311.7094;0.328698521;0.903132791;-0.158011682;1225582.055;0.096867209;-0.027286582;151861.054
BUCHA VEGETAL;3002107;Instrumentos e produtos de uso pessoal;0;0;0;0;0;0;0;0.344525142;0.659436734;-0.19931455;16202.32943;0.340563266;-0.175942274;8611.877105;0.344525142;0.659436734;-0.187144131;16448.60483;0.340563266;-0.169214794;8682.183138
BUCHADA BOVINA;7102304;Outros in natura;0;0;0;0;0;0;0;0.14410821;0.903132791;0.066601593;852171.2443;0.096867209;0.058449145;90702.61735;0.14410821;0.903132791;0.082813937;865124.2472;0.096867209;0.069646513;91662.16327
BUCHADA DE BODE;7107204;Outros in natura;0;0;0;0;0;0;0;0.14410821;0.903132791;0.066601593;882798.4402;0.096867209;0.058449145;93962.48659;0.14410821;0.903132791;0.082813937;896216.9765;0.096867209;0.069646513;94956.51877
BUCHADA DE CARNEIRO;7107202;Outros in natura;0;0;0;0;0;0;0;0.14410821;0.903132791;0.066601593;59147.77215;0.096867209;0.058449145;6295.516048;0.14410821;0.903132791;0.082813937;60046.81829;0.096867209;0.069646513;6362.116516
BUCHADA NAO-ESPECIFICADA;7107402;Outros in natura;0;0;0;0;0;0;0;0.14410821;0.903132791;0.066601593;66142.26187;0.096867209;0.058449145;7039.989098;0.14410821;0.903132791;0.082813937;67147.62425;0.096867209;0.069646513;7114.46537
BUCHO BOVINO;7102301;Outros in natura;0;0;0;0;0;0;0;0.14410821;0.903132791;0.066601593;6064072.998;0.096867209;0.058449145;645442.2118;0.14410821;0.903132791;0.082813937;6156246.908;0.096867209;0.069646513;652270.3658
BUCHO NAO-ESPECIFICADO;7107401;Outros in natura;0;0;0;0;0;0;0;0.14410821;0.903132791;0.066601593;1403786.188;0.096867209;0.058449145;149414.9002;0.14410821;0.903132791;0.082813937;1425123.738;0.096867209;0.069646513;150995.5652
BUCHO SUINO;7104401;Carne de suíno;0;0;1;1;1;0;0;0.14410821;0.903132791;0.066601593;12400.67055;0.096867209;0.058449145;1319.891141;0.14410821;0.903132791;0.082813937;12589.16074;0.096867209;0.069646513;1333.854312
BUFE (COPA E COZINHA);1707901;Mobiliario e artigos do  lar;0;0;0;0;0;0;0;0.27130209;0.461240217;-0.08964309;145330.061;0.538759783;-0.054521085;176304.5872;0.27130209;0.461240217;-0.075805665;147539.078;0.538759783;-0.046622131;177777.5145
BULE;3905601;Mobiliario e artigos do  lar;0;0;0;0;0;0;0;0.353308082;0.461240217;-0.194073123;97044.52443;0.538759783;-0.042198943;134715.8544;0.353308082;0.461240217;-0.181823035;98519.6012;0.538759783;-0.034141323;135849.1682
BURITI (COCO);6602104;Outros in natura;0;0;0;0;0;0;0;0.234259376;0.903132791;-0.070195498;30100.69201;0.096867209;0.103131477;3830.339668;0.234259376;0.903132791;-0.05606247;30558.22253;0.096867209;0.117028483;3878.593437
BURRITO SEMIPRONTO;6509601;Ultraprocessados;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;330261.642;0.096867209;0.037576966;41274.78952;0.281445614;0.903132791;-0.095995952;335281.6189;0.096867209;0.048463966;41707.87411
BUSTIE;3503601;Roupa de mulher;0;0;0;0;0;0;0;0.304819619;0.43983186;-0.137021014;2085.008635;0.56016814;-0.006594556;3056.792027;0.304819619;0.43983186;-0.123903733;2116.700766;0.56016814;0.001224182;3080.85094
BUSTIE INFANTIL;3603101;Roupa de crianca;0;0;0;0;0;0;0;0.304819619;0.43983186;-0.137021014;795.3532525;0.56016814;-0.006594556;1166.052476;0.304819619;0.43983186;-0.123903733;807.4426219;0.56016814;0.001224182;1175.230057
BUTIA;6600912;Outros in natura;0;0;0;0;0;0;0;0.234259376;0.903132791;-0.070195498;117857.5584;0.096867209;0.103131477;14997.47849;0.234259376;0.903132791;-0.05606247;119648.9933;0.096867209;0.117028483;15186.4134
BUZINA;3304301;Manutencao e acessorios;0;0;0;0;0;0;0;0.495504114;0.880669616;-0.382816118;26120.99877;0.119330384;-0.051213511;5441.037521;0.495504114;0.880669616;-0.373434923;26518.03795;0.119330384;-0.041211227;5498.397955
CABACA;6705601;Legumes e verduras;0;1;1;1;0;0;0;0.066169971;0.903132791;0.133907929;16948.58883;0.096867209;0.122005556;1798.771238;0.066169971;0.903132791;0.15114333;17206.20738;0.096867209;0.136140333;1821.431759
CABACA VERDE;6705603;Legumes e verduras;0;1;1;1;0;0;0;0.066169971;0.903132791;0.133907929;70254.63053;0.096867209;0.122005556;7456.1965;0.066169971;0.903132791;0.15114333;71322.50091;0.096867209;0.136140333;7550.128009
CABECA BOVINA;7103001;Outros in natura;0;0;0;0;0;0;0;0.14410821;0.903132791;0.066601593;63896.03955;0.096867209;0.058449145;6800.907757;0.14410821;0.903132791;0.082813937;64867.25936;0.096867209;0.069646513;6872.85478
CABECA DE LOMBO (CARNE BOVINA);7100502;Carne bovina;0;0;1;0;1;0;0;0.14410821;0.903132791;0.066601593;1813136.95;0.096867209;0.058449145;192984.9992;0.14410821;0.903132791;0.082813937;1840696.631;0.096867209;0.069646513;195026.5938
CABECA DE PACA;7112901;Outros in natura;0;0;0;0;0;0;0;0.14410821;0.903132791;0.066601593;15794.83866;0.096867209;0.058449145;1681.156477;0.14410821;0.903132791;0.082813937;16034.92021;0.096867209;0.069646513;1698.941486
CABECA DE PEIXE;7600701;Outras Carnes;0;0;1;1;1;0;0;0.301670591;0.903132791;-0.129792374;88039.75164;0.096867209;0.058449145;11485.53146;0.301670591;0.903132791;-0.116565218;89377.95587;0.096867209;0.069646513;11607.03727
CABECA DE PORCO;7104902;Carne de suíno;0;0;1;1;1;0;0;0.14410821;0.903132791;0.066601593;457888.2707;0.096867209;0.058449145;48736.28966;0.14410821;0.903132791;0.082813937;464848.1724;0.096867209;0.069646513;49251.87244
CABECA SUINA;7104901;Carne de suíno;0;0;1;1;1;0;0;0.14410821;0.903132791;0.066601593;176138.6053;0.096867209;0.058449145;18747.6785;0.14410821;0.903132791;0.082813937;178815.9121;0.096867209;0.069646513;18946.0108
CABECEIRA DE CAMA;1708801;Mobiliario e artigos do  lar;0;0;0;0;0;0;0;0.27130209;0.461240217;-0.08964309;392550.3773;0.538759783;-0.054521085;476215.5312;0.27130209;0.461240217;-0.075805665;398517.143;0.538759783;-0.046622131;480194.0485
CABESTRO DE CHINELO;3804902;Calcados e apetrechos;0;0;0;0;0;0;0;0.307984635;0.43983186;-0.141532831;1175.13505;0.56016814;0.003929189;1750.245176;0.307984635;0.43983186;-0.12848413;1192.997103;0.56016814;0.011883436;1764.112572
CABIDE;3903901;Mobiliario e artigos do  lar;0;0;0;0;0;0;0;0.353308082;0.461240217;-0.194073123;30584.51628;0.538759783;-0.042198943;42456.99864;0.353308082;0.461240217;-0.181823035;31049.40092;0.538759783;-0.034141323;42814.1734
CABIDEIRO (QUARTO DE ADULTO);1707001;Mobiliario e artigos do  lar;0;0;0;0;0;0;0;0.27130209;0.461240217;-0.08964309;5031.892025;0.538759783;-0.054521085;6104.350607;0.27130209;0.461240217;-0.075805665;5108.376784;0.538759783;-0.046622131;6155.34908
CABIFY;2303102;Urbano;0;0;0;0;0;0;0;0.108127616;0.895489567;0.090041706;5400725.13;0.104510433;-0.002274739;576924.5846;0.108127616;0.895489567;0.10661034;5482816.152;0.104510433;-0.001135256;577583.4794
CABO DE FREIO DE BICICLETA;3300305;Manutencao e acessorios;0;0;0;0;0;0;0;0.361378641;0.880669616;-0.206538611;1200.273791;0.119330384;0.077355677;220.8267371;0.361378641;0.880669616;-0.194477998;1218.517952;0.119330384;0.08906982;223.2277974
